Ch1,Cluster_1,droplet
737.6807,0,3850
4047.80469,1,3851
704.345947,0,3852
679.2867,0,3853
745.4632,0,3854
4441.696,1,3855
649.9007,0,3856
681.1603,0,3857
619.1762,0,3858
631.3084,0,3859
4303.409,1,3860
4553.584,1,3861
4707.56152,1,3862
4922.5083,1,3863
619.024353,0,3864
558.2351,0,3865
4329.33252,1,3866
794.4272,0,3867
654.837769,0,3868
674.6665,0,3869
566.7291,0,3870
679.4218,0,3871
4570.637,1,3872
642.3367,0,3873
4903.53857,1,3874
687.776062,0,3875
668.2687,0,3876
4730.99561,1,3877
4785.1416,1,3878
4846.08,1,3879
4666.64551,1,3880
4243.59863,1,3881
4919.69775,1,3882
726.1745,0,3883
659.5165,0,3884
4432.017,1,3885
4317.52832,1,3886
763.182556,0,3887
4910.99561,1,3888
4600.508,1,3889
607.032043,0,3890
681.486938,0,3891
4524.481,1,3892
620.3304,0,3893
659.1866,0,3894
666.7528,0,3895
623.199951,0,3896
5012.78955,1,3897
564.540344,0,3898
4807.15967,1,3899
651.869,0,3900
734.777344,0,3901
4658.66357,1,3902
661.306458,0,3903
4600.437,1,3904
671.386841,0,3905
4755.15039,1,3906
671.7448,0,3907
4755.04541,1,3908
663.7006,0,3909
4437.33936,1,3910
633.874939,0,3911
4753.78271,1,3912
4627.49658,1,3913
628.0944,0,3914
660.034851,0,3915
674.207031,0,3916
4574.064,1,3917
642.636169,0,3918
660.2636,0,3919
657.2538,0,3920
624.3103,0,3921
634.973633,0,3922
4715.192,1,3923
637.766235,0,3924
656.078552,0,3925
553.5086,0,3926
4683.60645,1,3927
4655.47,1,3928
4828.73633,1,3929
715.7808,0,3930
4540.339,1,3931
690.8094,0,3932
672.860046,0,3933
660.361,0,3934
4829.59473,1,3935
693.7588,0,3936
4632.05273,1,3937
4774.33057,1,3938
656.1603,0,3939
646.977234,0,3940
677.9366,0,3941
4557.093,1,3942
4919.751,1,3943
4754.78564,1,3944
657.408569,0,3945
628.993958,0,3946
633.3461,0,3947
4816.377,1,3948
626.6305,0,3949
707.6804,0,3950
4135.36035,1,3951
4655.919,1,3952
4574.544,1,3953
4544.04834,1,3954
686.712341,0,3955
678.8104,0,3956
701.543945,0,3957
4489.981,1,3958
608.3596,0,3959
662.829651,0,3960
661.988953,0,3961
627.0067,0,3962
4669.12061,1,3963
4187.131,1,3964
4868.453,1,3965
4682.71436,1,3966
604.3434,0,3967
697.1552,0,3968
4896.99951,1,3969
682.628357,0,3970
596.098633,0,3971
1164.22229,0,3972
4473.17725,1,3973
663.7044,0,3974
4402.269,1,3975
736.1836,0,3976
590.832336,0,3977
688.266846,0,3978
686.1983,0,3979
4631.972,1,3980
638.5919,0,3981
4980.773,1,3982
4883.302,1,3983
4879.83447,1,3984
675.493652,0,3985
651.6654,0,3986
634.706055,0,3987
4538.7373,1,3988
4604.00342,1,3989
703.454,0,3990
609.790466,0,3991
655.5295,0,3992
723.7939,0,3993
4876.277,1,3994
672.0829,0,3995
3857.77759,1,3996
674.0758,0,3997
4553.80664,1,3998
693.7127,0,3999
4721.77148,1,4000
747.7424,0,4001
737.6357,0,4002
680.1808,0,4003
4934.70166,1,4004
646.82666,0,4005
669.690247,0,4006
4397.71533,1,4007
633.432739,0,4008
4934.193,1,4009
4789.086,1,4010
4889.349,1,4011
4691.415,1,4012
627.568848,0,4013
4483.90332,1,4014
684.0072,0,4015
4189.16,1,4016
602.111145,0,4017
634.7547,0,4018
657.583069,0,4019
4750.78271,1,4020
4812.72852,1,4021
707.8034,0,4022
642.34314,0,4023
689.6473,0,4024
4438.71875,1,4025
669.8206,0,4026
650.673462,0,4027
650.053955,0,4028
825.9372,0,4029
4914.3623,1,4030
640.4305,0,4031
4377.132,1,4032
733.3459,0,4033
4896.39258,1,4034
4941.04346,1,4035
642.1888,0,4036
5027.119,1,4037
667.941467,0,4038
4544.93,1,4039
4620.86572,1,4040
4851.74365,1,4041
650.872131,0,4042
4366.12744,1,4043
668.1798,0,4044
600.354,0,4045
659.0978,0,4046
4688.63232,1,4047
594.630432,0,4048
4346.10645,1,4049
653.3968,0,4050
629.444458,0,4051
688.952148,0,4052
685.531433,0,4053
624.233032,0,4054
691.343262,0,4055
676.492432,0,4056
684.651062,0,4057
4632.569,1,4058
737.6667,0,4059
4918.92139,1,4060
683.477844,0,4061
624.7836,0,4062
4591.01855,1,4063
653.9453,0,4064
556.20575,0,4065
659.7949,0,4066
677.3839,0,4067
4582.38525,1,4068
676.35,0,4069
709.496765,0,4070
592.76,0,4071
644.013,0,4072
665.6438,0,4073
4664.71436,1,4074
636.833862,0,4075
647.8489,0,4076
4797.804,1,4077
690.9284,0,4078
672.242065,0,4079
4985.04248,1,4080
590.932739,0,4081
586.9605,0,4082
3579.5957,1,4083
683.7316,0,4084
634.9787,0,4085
686.6371,0,4086
672.3097,0,4087
618.990051,0,4088
4503.786,1,4089
611.883545,0,4090
705.9681,0,4091
5007.604,1,4092
4845.627,1,4093
708.716064,0,4094
4842.51025,1,4095
4390.23242,1,4096
628.8858,0,4097
646.505066,0,4098
696.0202,0,4099
537.3337,0,4100
639.139648,0,4101
4642.724,1,4102
4870.42,1,4103
4593.3833,1,4104
567.6815,0,4105
4793.43066,1,4106
709.261353,0,4107
625.4673,0,4108
4622.686,1,4109
4441.253,1,4110
4661.252,1,4111
687.6398,0,4112
636.902832,0,4113
4879.71973,1,4114
682.9483,0,4115
711.6496,0,4116
4796.674,1,4117
4575.15039,1,4118
721.406067,0,4119
4633.37,1,4120
671.873,0,4121
677.56604,0,4122
701.576843,0,4123
602.867065,0,4124
4894.16748,1,4125
719.895935,0,4126
698.339355,0,4127
628.8897,0,4128
4841.05225,1,4129
660.7613,0,4130
4815.832,1,4131
555.0736,0,4132
670.2694,0,4133
639.3037,0,4134
747.5525,0,4135
641.798462,0,4136
836.1808,0,4137
537.937866,0,4138
676.892761,0,4139
4907.99365,1,4140
659.0997,0,4141
624.9631,0,4142
4593.42871,1,4143
4275.49,1,4144
676.7919,0,4145
629.935364,0,4146
4978.39551,1,4147
694.988953,0,4148
647.6878,0,4149
623.0085,0,4150
641.604248,0,4151
693.72406,0,4152
690.9442,0,4153
666.201965,0,4154
4548.967,1,4155
4809.2793,1,4156
4903.66748,1,4157
640.221,0,4158
4679.58545,1,4159
582.7703,0,4160
612.7799,0,4161
671.3029,0,4162
556.0171,0,4163
644.2515,0,4164
619.0898,0,4165
4754.24268,1,4166
661.6832,0,4167
4943.7124,1,4168
707.679,0,4169
724.8453,0,4170
4692.599,1,4171
676.9693,0,4172
4835.32959,1,4173
501.4885,0,4174
615.596436,0,4175
583.886353,0,4176
4535.35547,1,4177
754.069336,0,4178
519.828247,0,4179
655.4972,0,4180
648.4301,0,4181
581.437134,0,4182
639.696655,0,4183
630.8984,0,4184
722.5974,0,4185
4629.82031,1,4186
665.2781,0,4187
624.667,0,4188
702.681763,0,4189
578.783447,0,4190
565.6453,0,4191
4782.974,1,4192
4356.056,1,4193
643.759,0,4194
4628.758,1,4195
4709.87744,1,4196
671.799866,0,4197
702.005432,0,4198
657.87854,0,4199
4497.55762,1,4200
682.7256,0,4201
652.82605,0,4202
692.607849,0,4203
642.7943,0,4204
622.3672,0,4205
4826.93359,1,4206
4976.701,1,4207
662.477539,0,4208
4957.39355,1,4209
762.0246,0,4210
599.8527,0,4211
718.888245,0,4212
4870.67773,1,4213
707.5383,0,4214
667.972,0,4215
4756.52441,1,4216
708.6737,0,4217
690.1905,0,4218
4840.55225,1,4219
657.221,0,4220
675.2129,0,4221
668.7765,0,4222
650.6458,0,4223
4872.49072,1,4224
750.605469,0,4225
630.5009,0,4226
4753.612,1,4227
667.98645,0,4228
612.6884,0,4229
680.78125,0,4230
4963.323,1,4231
643.7405,0,4232
4758.203,1,4233
4963.42,1,4234
667.9393,0,4235
4856.44629,1,4236
4281.786,1,4237
526.592468,0,4238
4873.505,1,4239
4819.194,1,4240
4540.67139,1,4241
5006.60742,1,4242
4919.008,1,4243
4675.596,1,4244
4793.42432,1,4245
4776.42969,1,4246
656.7952,0,4247
4583.86,1,4248
641.1827,0,4249
718.198853,0,4250
635.9355,0,4251
656.4137,0,4252
617.769531,0,4253
677.1122,0,4254
684.347961,0,4255
4703.475,1,4256
659.592651,0,4257
4730.05273,1,4258
4833.40039,1,4259
4419.08936,1,4260
655.0599,0,4261
619.3577,0,4262
697.1849,0,4263
622.1855,0,4264
656.66925,0,4265
694.552246,0,4266
540.5856,0,4267
746.2381,0,4268
668.649353,0,4269
4733.5957,1,4270
653.4741,0,4271
689.904,0,4272
718.382568,0,4273
4768.854,1,4274
674.941467,0,4275
613.5592,0,4276
620.137756,0,4277
757.810242,0,4278
692.9934,0,4279
656.350769,0,4280
657.0466,0,4281
699.3579,0,4282
4864.28857,1,4283
640.889,0,4284
707.4385,0,4285
650.1163,0,4286
651.875,0,4287
4809.6084,1,4288
616.123535,0,4289
675.032043,0,4290
702.9317,0,4291
713.3598,0,4292
4711.12451,1,4293
4568.82471,1,4294
683.2199,0,4295
627.5294,0,4296
4559.438,1,4297
682.580566,0,4298
723.04895,0,4299
641.2601,0,4300
4774.60254,1,4301
626.555664,0,4302
728.513367,0,4303
620.5059,0,4304
5048.751,1,4305
523.7316,0,4306
689.8783,0,4307
611.6414,0,4308
4795.00732,1,4309
716.003662,0,4310
4639.057,1,4311
719.223938,0,4312
668.0904,0,4313
4953.27246,1,4314
4333.432,1,4315
755.569031,0,4316
4311.162,1,4317
4730.58936,1,4318
660.1651,0,4319
657.6734,0,4320
4833.081,1,4321
4341.98242,1,4322
5093.33643,1,4323
618.8419,0,4324
668.2579,0,4325
4785.779,1,4326
679.13446,0,4327
611.1972,0,4328
666.924561,0,4329
4671.406,1,4330
665.638733,0,4331
695.7561,0,4332
4864.678,1,4333
731.5372,0,4334
587.4076,0,4335
674.7077,0,4336
4947.90332,1,4337
677.9878,0,4338
724.7185,0,4339
5047.81543,1,4340
696.3392,0,4341
4641.58643,1,4342
657.2097,0,4343
599.0569,0,4344
4588.062,1,4345
4893.71,1,4346
691.0669,0,4347
681.022034,0,4348
742.1038,0,4349
4827.496,1,4350
655.8103,0,4351
4762.04443,1,4352
661.000854,0,4353
761.064,0,4354
653.9046,0,4355
626.6012,0,4356
4109.825,1,4357
640.436646,0,4358
712.671265,0,4359
4430.629,1,4360
4710.59375,1,4361
4482.76025,1,4362
482.2241,0,4363
4948.78027,1,4364
4778.322,1,4365
685.2151,0,4366
4782.33643,1,4367
4819.89746,1,4368
4650.17432,1,4369
722.7689,0,4370
4783.56641,1,4371
594.1334,0,4372
602.507935,0,4373
755.5937,0,4374
721.5171,0,4375
598.8356,0,4376
4868.78662,1,4377
4735.30566,1,4378
658.2118,0,4379
4833.418,1,4380
4669.05371,1,4381
4624.397,1,4382
568.132935,0,4383
518.7274,0,4384
625.0982,0,4385
713.2268,0,4386
4421.94775,1,4387
705.5158,0,4388
654.6043,0,4389
4829.85352,1,4390
4813.032,1,4391
701.5275,0,4392
4542.80762,1,4393
690.27655,0,4394
548.9668,0,4395
4551.418,1,4396
4658.77734,1,4397
4459.11328,1,4398
699.177368,0,4399
687.7898,0,4400
656.1245,0,4401
5019.79443,1,4402
652.290039,0,4403
626.4395,0,4404
661.448669,0,4405
663.7102,0,4406
714.6801,0,4407
4768.729,1,4408
552.0096,0,4409
5042.401,1,4410
4787.149,1,4411
701.3086,0,4412
623.6145,0,4413
654.3306,0,4414
584.7355,0,4415
649.63,0,4416
672.2196,0,4417
5016.55566,1,4418
727.541565,0,4419
686.6032,0,4420
4842.92432,1,4421
694.460449,0,4422
602.8941,0,4423
638.645935,0,4424
579.903259,0,4425
4807.05469,1,4426
4829.594,1,4427
5061.7627,1,4428
4865.699,1,4429
693.686035,0,4430
639.0776,0,4431
4237.4165,1,4432
4969.23926,1,4433
742.9184,0,4434
701.9881,0,4435
4864.05029,1,4436
656.2221,0,4437
642.768555,0,4438
716.1031,0,4439
704.6097,0,4440
744.725647,0,4441
4575.275,1,4442
4884.1875,1,4443
659.8315,0,4444
650.924438,0,4445
4790.565,1,4446
663.0795,0,4447
698.8156,0,4448
578.8693,0,4449
668.4926,0,4450
728.345,0,4451
676.0942,0,4452
4753.42041,1,4453
677.3759,0,4454
674.982849,0,4455
744.9893,0,4456
654.3906,0,4457
4908.638,1,4458
750.3222,0,4459
665.7844,0,4460
4933.651,1,4461
633.0843,0,4462
4725.12354,1,4463
4630.533,1,4464
4800.042,1,4465
666.8191,0,4466
690.4028,0,4467
756.0998,0,4468
676.1747,0,4469
684.6662,0,4470
4651.444,1,4471
700.795532,0,4472
4722.529,1,4473
4752.28662,1,4474
636.128052,0,4475
752.938232,0,4476
4721.39844,1,4477
673.899963,0,4478
639.9905,0,4479
5104.39844,1,4480
617.8298,0,4481
694.715332,0,4482
702.7567,0,4483
4898.919,1,4484
572.8533,0,4485
630.171265,0,4486
691.4902,0,4487
4825.252,1,4488
778.7238,0,4489
4686.025,1,4490
642.915,0,4491
4960.661,1,4492
682.5263,0,4493
651.88446,0,4494
697.274048,0,4495
687.611938,0,4496
747.083862,0,4497
652.8736,0,4498
711.0002,0,4499
4912.80127,1,4500
753.8138,0,4501
4682.3833,1,4502
4673.187,1,4503
4728.4126,1,4504
745.5894,0,4505
666.795044,0,4506
708.6486,0,4507
622.184143,0,4508
680.988159,0,4509
668.2,0,4510
633.3705,0,4511
4774.99756,1,4512
704.766357,0,4513
652.35614,0,4514
697.2051,0,4515
5002.15771,1,4516
681.3346,0,4517
724.4574,0,4518
4892.20264,1,4519
4794.66064,1,4520
4898.09375,1,4521
681.5953,0,4522
695.198,0,4523
4758.26025,1,4524
578.2438,0,4525
645.740051,0,4526
474.938232,0,4527
645.906555,0,4528
621.948,0,4529
619.0011,0,4530
4893.98438,1,4531
630.4024,0,4532
610.594,0,4533
711.6749,0,4534
597.3166,0,4535
652.187,0,4536
4817.281,1,4537
635.5851,0,4538
628.7604,0,4539
4770.01172,1,4540
651.1429,0,4541
581.1148,0,4542
656.318,0,4543
587.2938,0,4544
4918.30859,1,4545
617.303467,0,4546
5045.231,1,4547
5132.849,1,4548
4866.45752,1,4549
4679.9165,1,4550
668.161255,0,4551
4939.28027,1,4552
4674.964,1,4553
761.5042,0,4554
668.7606,0,4555
636.654358,0,4556
4970.218,1,4557
4808.548,1,4558
610.577148,0,4559
760.2614,0,4560
4878.756,1,4561
691.7943,0,4562
687.295349,0,4563
564.058167,0,4564
551.386,0,4565
4808.28271,1,4566
655.8119,0,4567
644.2546,0,4568
586.116333,0,4569
4738.932,1,4570
709.5941,0,4571
4745.852,1,4572
4328.04053,1,4573
4703.753,1,4574
654.6997,0,4575
578.946045,0,4576
646.983948,0,4577
646.900635,0,4578
685.732849,0,4579
716.324036,0,4580
663.1918,0,4581
588.124146,0,4582
641.911438,0,4583
692.953,0,4584
4817.224,1,4585
669.0331,0,4586
4961.024,1,4587
4676.846,1,4588
655.4948,0,4589
5060.74365,1,4590
4880.53662,1,4591
4750.218,1,4592
647.8347,0,4593
684.9829,0,4594
4554.00732,1,4595
690.4899,0,4596
4816.25049,1,4597
4796.977,1,4598
695.92,0,4599
640.4615,0,4600
585.138367,0,4601
677.058655,0,4602
641.404663,0,4603
645.2824,0,4604
667.8798,0,4605
676.9579,0,4606
675.5815,0,4607
626.4876,0,4608
642.4594,0,4609
666.914368,0,4610
4943.54248,1,4611
4914.78662,1,4612
719.1269,0,4613
643.1506,0,4614
4868.263,1,4615
614.778442,0,4616
4464.44727,1,4617
678.4015,0,4618
4756.42871,1,4619
5051.96143,1,4620
644.2216,0,4621
510.8565,0,4622
4893.40234,1,4623
660.750244,0,4624
698.482666,0,4625
710.522339,0,4626
4869.736,1,4627
4684.069,1,4628
540.0051,0,4629
4799.574,1,4630
4061.55884,1,4631
4872.106,1,4632
708.8623,0,4633
679.6495,0,4634
623.486,0,4635
747.6941,0,4636
710.1161,0,4637
4067.28442,1,4638
4845.059,1,4639
633.022156,0,4640
674.9323,0,4641
4666.779,1,4642
4843.932,1,4643
4869.36035,1,4644
716.8381,0,4645
670.806946,0,4646
618.2742,0,4647
4975.69434,1,4648
630.8451,0,4649
4655.199,1,4650
658.2903,0,4651
634.5014,0,4652
697.6518,0,4653
5216.36572,1,4654
498.0746,0,4655
685.5973,0,4656
654.7734,0,4657
4837.8125,1,4658
4833.017,1,4659
4409.329,1,4660
672.4542,0,4661
4734.904,1,4662
4785.855,1,4663
4262.45,1,4664
684.5923,0,4665
570.399841,0,4666
4641.79248,1,4667
4772.3833,1,4668
699.1847,0,4669
621.2576,0,4670
4858.362,1,4671
557.5703,0,4672
689.8634,0,4673
4526.673,1,4674
4376.192,1,4675
692.8474,0,4676
5045.98828,1,4677
4428.88525,1,4678
711.1039,0,4679
703.899353,0,4680
4749.54,1,4681
4933.52246,1,4682
654.4713,0,4683
4639.976,1,4684
4874.46826,1,4685
681.1094,0,4686
562.663452,0,4687
4756.69043,1,4688
4739.42627,1,4689
613.218933,0,4690
4788.5835,1,4691
4973.877,1,4692
566.7341,0,4693
695.7278,0,4694
657.0077,0,4695
4549.458,1,4696
691.1074,0,4697
669.0668,0,4698
688.5764,0,4699
4701.895,1,4700
683.143738,0,4701
4620.618,1,4702
4880.384,1,4703
617.493835,0,4704
4851.276,1,4705
4911.321,1,4706
661.528137,0,4707
656.4134,0,4708
639.2389,0,4709
569.115,0,4710
538.6739,0,4711
649.3574,0,4712
721.705444,0,4713
4772.94971,1,4714
625.8704,0,4715
4771.658,1,4716
682.5744,0,4717
4972.413,1,4718
4611.4834,1,4719
636.276367,0,4720
4834.97363,1,4721
660.57605,0,4722
745.1285,0,4723
656.3272,0,4724
4965.3623,1,4725
753.590454,0,4726
4560.918,1,4727
5071.02246,1,4728
680.5424,0,4729
4925.82861,1,4730
758.1038,0,4731
703.1684,0,4732
629.7845,0,4733
4835.50342,1,4734
702.917847,0,4735
714.0084,0,4736
685.2024,0,4737
4798.05,1,4738
5119.536,1,4739
4793.94238,1,4740
659.3396,0,4741
4776.851,1,4742
4996.05273,1,4743
4763.238,1,4744
692.3509,0,4745
694.365051,0,4746
5081.77637,1,4747
5104.26758,1,4748
4905.466,1,4749
632.24646,0,4750
681.5968,0,4751
690.3311,0,4752
4900.608,1,4753
4877.172,1,4754
4920.24365,1,4755
637.5502,0,4756
688.1193,0,4757
664.005,0,4758
692.0782,0,4759
5027.83838,1,4760
4726.655,1,4761
644.043335,0,4762
677.0413,0,4763
689.7062,0,4764
637.732361,0,4765
659.2397,0,4766
4767.642,1,4767
688.185364,0,4768
723,0,4769
654.6957,0,4770
4834.67236,1,4771
687.4018,0,4772
4776.3335,1,4773
669.941345,0,4774
4997.95264,1,4775
5013.65332,1,4776
686.8482,0,4777
4782.189,1,4778
639.1661,0,4779
671.0967,0,4780
679.6716,0,4781
556.8192,0,4782
662.1039,0,4783
689.582336,0,4784
587.440247,0,4785
646.7528,0,4786
676.7336,0,4787
693.8973,0,4788
641.3008,0,4789
4517.758,1,4790
4482.39844,1,4791
632.515259,0,4792
676.5268,0,4793
4747.251,1,4794
594.3938,0,4795
4896.766,1,4796
742.8357,0,4797
4483.68848,1,4798
691.2174,0,4799
632.732544,0,4800
5027.081,1,4801
658.874451,0,4802
4546.539,1,4803
4758.49951,1,4804
4422.15,1,4805
656.909058,0,4806
4849.2085,1,4807
651.841736,0,4808
4808.06543,1,4809
641.3522,0,4810
613.854065,0,4811
589.4744,0,4812
4724.61328,1,4813
588.603149,0,4814
4756.104,1,4815
701.5573,0,4816
595.0822,0,4817
676.034668,0,4818
702.6047,0,4819
573.7827,0,4820
4663.78125,1,4821
678.45874,0,4822
4889.88672,1,4823
584.514038,0,4824
4822.564,1,4825
731.098,0,4826
701.2456,0,4827
5040.36475,1,4828
664.231934,0,4829
4857.52441,1,4830
4762.38965,1,4831
4850.477,1,4832
696.89,0,4833
649.902832,0,4834
702.022766,0,4835
644.424255,0,4836
4782.09375,1,4837
4554.726,1,4838
652.3501,0,4839
685.0046,0,4840
4700.42432,1,4841
714.8081,0,4842
4925.1167,1,4843
593.0435,0,4844
698.9547,0,4845
642.6538,0,4846
771.9162,0,4847
699.939148,0,4848
552.6932,0,4849
665.998047,0,4850
676.407654,0,4851
756.3246,0,4852
4584.13135,1,4853
658.04834,0,4854
640.35614,0,4855
656.845032,0,4856
689.5523,0,4857
676.643555,0,4858
690.9914,0,4859
4794.91846,1,4860
4581.095,1,4861
675.414856,0,4862
4575.227,1,4863
4512.80469,1,4864
4835.43457,1,4865
4559.364,1,4866
655.034058,0,4867
4776.943,1,4868
4604.06348,1,4869
707.6614,0,4870
647.774841,0,4871
572.0513,0,4872
644.3712,0,4873
680.4729,0,4874
627.5603,0,4875
706.4381,0,4876
688.219543,0,4877
660.896545,0,4878
5053.841,1,4879
729.3232,0,4880
631.1064,0,4881
611.1455,0,4882
4984.89355,1,4883
669.5041,0,4884
666.350037,0,4885
636.469666,0,4886
4851.036,1,4887
4711.93457,1,4888
689.725647,0,4889
675.8524,0,4890
673.4487,0,4891
741.1552,0,4892
4899.96631,1,4893
723.2171,0,4894
4866.641,1,4895
4583.078,1,4896
715.5538,0,4897
4313.136,1,4898
671.949341,0,4899
4723.21631,1,4900
731.414734,0,4901
4750.944,1,4902
751.253052,0,4903
4810.31152,1,4904
758.2294,0,4905
702.3545,0,4906
681.256165,0,4907
612.7609,0,4908
685.86554,0,4909
682.4706,0,4910
683.2502,0,4911
751.3607,0,4912
660.133,0,4913
4646.04053,1,4914
4835.429,1,4915
634.1781,0,4916
704.7217,0,4917
5004.698,1,4918
636.119,0,4919
773.8227,0,4920
658.7734,0,4921
745.1463,0,4922
719.377441,0,4923
673.887146,0,4924
717.4395,0,4925
659.2543,0,4926
629.247864,0,4927
710.824036,0,4928
680.8182,0,4929
4717.81152,1,4930
711.850647,0,4931
638.332,0,4932
684.340942,0,4933
4392.2417,1,4934
676.136963,0,4935
4483.30371,1,4936
532.514954,0,4937
688.2955,0,4938
659.889832,0,4939
611.8473,0,4940
4831.14453,1,4941
683.272,0,4942
5109.351,1,4943
4980.438,1,4944
4159.97266,1,4945
683.5943,0,4946
699.875854,0,4947
556.911865,0,4948
680.9549,0,4949
692.313843,0,4950
494.1863,0,4951
678.589,0,4952
749.182739,0,4953
4657.74854,1,4954
603.1567,0,4955
659.5063,0,4956
729.9234,0,4957
666.846741,0,4958
637.339,0,4959
676.635437,0,4960
695.6442,0,4961
4657.807,1,4962
680.8335,0,4963
611.627136,0,4964
727.5529,0,4965
5103.94873,1,4966
691.2748,0,4967
4478.295,1,4968
640.0254,0,4969
670.2123,0,4970
653.780151,0,4971
691.362549,0,4972
4888.07031,1,4973
685.4425,0,4974
4836.665,1,4975
656.9379,0,4976
623.9949,0,4977
4660.70557,1,4978
4802.536,1,4979
4615.326,1,4980
629.837463,0,4981
4419.691,1,4982
4898.457,1,4983
674.6708,0,4984
665.0774,0,4985
699.729248,0,4986
4803.93457,1,4987
4858.08545,1,4988
664.900757,0,4989
4916.75342,1,4990
4875.70654,1,4991
693.385132,0,4992
4722.668,1,4993
729.9002,0,4994
4906.50342,1,4995
4455.235,1,4996
690.7726,0,4997
625.473938,0,4998
4743.83,1,4999
645.774841,0,5000
528.5212,0,5001
634.5604,0,5002
4409.789,1,5003
723.8612,0,5004
620.04425,0,5005
696.009949,0,5006
4246.672,1,5007
712.2571,0,5008
654.12085,0,5009
4773.94873,1,5010
662.7348,0,5011
690.174866,0,5012
4387.2627,1,5013
671.455933,0,5014
4866.25439,1,5015
619.9317,0,5016
698.2165,0,5017
598.604431,0,5018
4902.575,1,5019
4875.68848,1,5020
521.5542,0,5021
701.7183,0,5022
4863.71729,1,5023
4725.777,1,5024
4727.357,1,5025
4098.496,1,5026
4831.467,1,5027
640.5664,0,5028
4937.916,1,5029
687.4538,0,5030
686.673645,0,5031
709.1378,0,5032
4927.323,1,5033
637.7963,0,5034
661.0545,0,5035
625.9449,0,5036
4906.205,1,5037
4798.41748,1,5038
688.7595,0,5039
734.743958,0,5040
4535.86035,1,5041
639.938049,0,5042
655.7884,0,5043
655.526733,0,5044
549.762,0,5045
693.062439,0,5046
5100.59375,1,5047
662.0856,0,5048
714.37616,0,5049
639.5793,0,5050
4299.55,1,5051
679.86145,0,5052
678.766846,0,5053
4478.32959,1,5054
5064.44141,1,5055
4781.205,1,5056
594.9259,0,5057
688.8397,0,5058
4530.68,1,5059
4926.64355,1,5060
4693.47656,1,5061
650.6933,0,5062
733.350952,0,5063
638.527954,0,5064
652.594055,0,5065
4945.638,1,5066
532.8854,0,5067
4739.04,1,5068
625.0009,0,5069
636.2331,0,5070
658.5874,0,5071
731.2331,0,5072
3602.09839,1,5073
599.2861,0,5074
629.0279,0,5075
684.888,0,5076
4831.905,1,5077
4748.10254,1,5078
687.160461,0,5079
647.1501,0,5080
688.941162,0,5081
4699.267,1,5082
4840.42627,1,5083
687.221069,0,5084
4865.498,1,5085
668.4161,0,5086
696.1223,0,5087
689.042664,0,5088
738.5332,0,5089
5040.554,1,5090
723.882935,0,5091
591.535034,0,5092
5026.66064,1,5093
576.3091,0,5094
663.354,0,5095
4655.496,1,5096
684.6963,0,5097
4901.703,1,5098
613.04364,0,5099
4856.735,1,5100
705.122559,0,5101
4857.388,1,5102
685.971252,0,5103
464.754425,0,5104
4073.638,1,5105
650.3033,0,5106
4769.11,1,5107
673.340149,0,5108
655.0189,0,5109
679.016541,0,5110
692.472,0,5111
4976.05127,1,5112
683.7047,0,5113
4445.009,1,5114
608.581848,0,5115
610.279663,0,5116
1221.66467,0,5117
4324.94336,1,5118
4457.319,1,5119
666.5926,0,5120
4803.1416,1,5121
697.916748,0,5122
660.965637,0,5123
682.4826,0,5124
4898.515,1,5125
4523.576,1,5126
553.9183,0,5127
645.0867,0,5128
5031.729,1,5129
4387.347,1,5130
4967.224,1,5131
5123.402,1,5132
666.894958,0,5133
4823.851,1,5134
659.0659,0,5135
4587.946,1,5136
680.4678,0,5137
712.465149,0,5138
4835.801,1,5139
612.5193,0,5140
4597.646,1,5141
646.1905,0,5142
4807.486,1,5143
4824.60742,1,5144
541.820557,0,5145
643.5065,0,5146
4319.293,1,5147
678.462769,0,5148
745.615234,0,5149
630.9391,0,5150
520.5505,0,5151
623.200256,0,5152
640.8183,0,5153
602.4715,0,5154
672.5121,0,5155
687.3566,0,5156
636.6486,0,5157
664.76416,0,5158
680.46405,0,5159
4862.099,1,5160
559.8442,0,5161
677.2576,0,5162
731.922852,0,5163
4935.37158,1,5164
600.883667,0,5165
4614.878,1,5166
640.3676,0,5167
707.87854,0,5168
650.953857,0,5169
4681.077,1,5170
4954.177,1,5171
4865.52734,1,5172
4180.95557,1,5173
689.675232,0,5174
4326.57373,1,5175
599.617,0,5176
4474.821,1,5177
4785.145,1,5178
5067.84229,1,5179
685.282654,0,5180
4238.64648,1,5181
4667.08252,1,5182
4418.18,1,5183
4820.507,1,5184
697.3091,0,5185
4987.723,1,5186
705.020264,0,5187
4368.791,1,5188
671.105652,0,5189
518.719,0,5190
708.0846,0,5191
4952.319,1,5192
4978.149,1,5193
684.3956,0,5194
4745.47656,1,5195
4741.942,1,5196
630.4873,0,5197
4416.693,1,5198
680.124634,0,5199
711.857,0,5200
636.059,0,5201
4802.45068,1,5202
680.262634,0,5203
646.069458,0,5204
677.1345,0,5205
691.4837,0,5206
4965.66357,1,5207
637.355164,0,5208
4548.29443,1,5209
651.618652,0,5210
627.21814,0,5211
4976.7334,1,5212
4773.527,1,5213
690.7944,0,5214
657.0955,0,5215
4722.74854,1,5216
4106.52,1,5217
650.8262,0,5218
4461.113,1,5219
642.417,0,5220
713.836365,0,5221
575.9613,0,5222
653.944641,0,5223
641.861755,0,5224
646.692566,0,5225
